User_ID,Revenue_2024,Revenue_2023
762,73,21
763,419,155
764,433,466
765,104,89
766,409,345
767,98,140
768,497,314
769,405,123
770,146,184
771,85,389
772,463,450
773,263,158
774,164,355
775,308,119
776,79,482
777,107,96
778,214,101
779,280,264
780,308,229
781,324,445
782,266,171
783,272,490
784,453,229
785,230,65
786,214,239
787,270,217
788,435,486
789,262,130
790,330,283
791,385,208
792,37,41
793,391,417
794,340,472
795,36,426
796,135,121
797,58,60
798,49,189
799,276,105
800,254,185
801,272,409
802,343,417
803,184,481
804,445,360
805,238,143
806,206,433
807,398,358
808,337,63
809,447,273
810,384,141
811,68,102
812,364,22
813,168,489
814,397,209
815,157,279
816,232,226
817,334,249
818,152,437
819,323,27
820,264,290
821,455,272
822,57,153
823,59,337
824,333,227
825,401,441
826,255,93
827,268,364
828,80,461
829,39,422
830,410,324
831,60,166
832,346,33
833,499,206
834,412,189
835,451,80
836,186,362
837,373,21
838,212,358
839,386,367
840,205,318
841,243,242
842,149,66
843,91,470
844,454,275
845,280,457
846,448,214
847,137,209
848,283,480
849,291,87
850,132,82
851,399,172
852,369,384
853,372,241
854,67,67
855,183,218
856,219,37
857,93,197
858,468,361
859,404,184
860,267,406
861,405,64
862,43,427
863,143,83
864,99,76
865,344,111
866,103,292
867,375,443
868,62,241
869,492,270
870,22,310
871,23,156
872,174,80
873,192,199
874,159,272
875,158,424
876,110,140
877,384,482
878,298,74
879,415,70
880,219,500
881,56,172
882,178,102
883,76,446
884,333,491
885,285,139
886,314,254
887,37,149
888,245,402
889,372,171
890,451,89
891,147,50
892,86,450
893,53,296
894,438,351
895,140,310
896,55,301
897,136,270
898,138,477
899,184,468
900,425,90
901,493,406
902,386,234
903,402,444
904,87,238
905,218,95
906,258,206
907,156,96
908,422,243
909,473,296
910,289,155
911,364,122
912,304,92
913,196,434
914,49,480
915,260,326
916,27,133
917,59,323
918,454,362
919,441,397
920,299,110
921,150,116
922,355,442
923,299,312
924,395,207
925,267,72
926,268,399
927,440,496
928,27,234
929,264,357
930,369,284
931,477,199
932,458,398
933,262,365
934,227,267
935,422,121
936,229,299
937,306,497
938,192,308
939,78,264
940,160,39
941,150,38
942,98,433
943,190,385
944,289,398
945,225,440
946,102,432
947,223,373
948,217,459
949,331,205
950,311,191
951,45,391
952,48,356
953,357,212
954,96,449
955,199,421
956,420,385
957,35,474
958,319,275
959,311,39
960,170,276
961,300,166
962,464,478
963,59,135
964,40,334
965,188,88
966,289,325
967,108,69
968,143,352
969,481,196
970,450,228
971,168,126
972,187,92
973,492,235
974,119,232
975,313,45
976,304,242
977,421,273
978,353,135
979,72,397
980,391,423
981,439,59
982,446,58
983,384,446
984,448,284
985,384,424
986,490,330
987,99,359
988,71,84
989,138,171
990,369,87
991,476,200
992,236,277
993,155,324
994,220,273
995,139,171
996,284,483
997,353,181
998,164,284
999,195,377
1000,447,270
1001,442,200
1002,326,55
1003,222,482
1004,306,155
1005,270,443
1006,89,482
1007,383,349
1008,414,291
1009,407,102
1010,137,181
1011,436,144
1012,84,307
1013,314,58
1014,453,320
1015,481,243
1016,94,330
1017,414,458
1018,177,132
1019,277,280
1020,449,460
1021,144,142
1022,43,500
1023,20,84
1024,406,148
1025,397,227
1026,498,449
1027,483,104
1028,348,406
1029,324,298
1030,255,293
1031,397,85
1032,438,477
1033,269,135
1034,434,209
1035,455,299
1036,68,247
1037,453,427
1038,240,329
1039,341,412
1040,309,124
1041,244,351
1042,293,184
1043,362,99
1044,318,59
1045,97,402
1046,258,61
1047,217,307
1048,345,404
1049,28,320
1050,364,418
1051,291,264
1052,147,334
1053,336,344
1054,252,128
1055,157,437
1056,308,115
1057,284,435
1058,408,339
1059,483,257
1060,143,176
1061,23,40
1062,486,235
1063,199,403
1064,155,427
1065,286,73
1066,58,28
1067,85,134
1068,183,413
1069,188,493
1070,156,120
1071,163,345
1072,62,229
1073,211,64
1074,177,397
1075,134,491
1076,356,168
1077,346,113
1078,96,222
1079,470,248
1080,464,115
1081,293,30
1082,61,175
1083,259,187
1084,333,101
1085,394,342
1086,443,260
1087,426,351
1088,83,134
1089,248,378
1090,401,223
1091,363,307
1092,268,105
1093,249,468
1094,101,277
1095,246,371
1096,150,92
1097,92,67
1098,387,308
1099,363,384
1100,207,117
1101,106,498
1102,165,171
1103,194,191
1104,58,272
1105,221,193
1106,93,73
1107,362,418
1108,346,249
1109,450,287
1110,122,119
1111,471,479
1112,101,78
1113,207,427
1114,109,151
1115,346,201
1116,323,463
1117,114,67
1118,282,86
1119,293,339
1120,130,383
1121,170,21
1122,185,478
1123,86,143
1124,146,109
1125,416,428
1126,464,92
1127,495,316
1128,419,122
1129,107,284
1130,179,201
1131,28,143
1132,189,173
1133,463,422
1134,446,147
1135,170,409
1136,74,375
1137,320,285
1138,468,290
1139,239,451
1140,232,152
1141,42,248
1142,151,340
1143,105,217
1144,445,453
1145,469,234
1146,95,42
1147,366,367
1148,20,327
1149,254,206
1150,24,221
1151,392,240
1152,484,434
1153,175,217
1154,131,369
1155,312,382
1156,125,159
1157,278,231
1158,285,129
1159,400,156
1160,418,211
1161,362,308
1162,197,482
1163,22,498
1164,43,451
1165,358,104
1166,249,479
1167,280,86
1168,403,107
1169,342,90
1170,192,150
1171,239,82
1172,241,232
1173,53,72
1174,474,461
1175,399,407
1176,210,87
1177,164,469
1178,214,143
1179,470,408
1180,62,106
1181,136,310
1182,36,93
1183,40,131
1184,326,473
1185,110,285
1186,388,321
1187,110,101
1188,339,371
1189,314,145
1190,107,114
1191,188,219
1192,156,462
1193,360,475
1194,79,204
1195,148,258
1196,474,119
1197,444,50
1198,129,55
1199,423,66
1200,217,481
1201,167,329
1202,365,315
1203,127,85
1204,35,297
1205,40,355
1206,392,257
1207,283,32
1208,403,105
1209,294,310
1210,356,224
1211,30,66
1212,163,339
1213,165,392
1214,444,267
1215,162,398
1216,483,223
1217,104,48
1218,128,466
1219,75,472
1220,160,251
1221,325,460
1222,177,84
1223,323,259
1224,448,463
1225,28,450
1226,130,203
1227,177,458
1228,185,408
1229,461,450
1230,447,283
1231,68,444
1232,373,299
1233,100,219
1234,472,419
1235,459,205
1236,397,115
1237,442,167
1238,234,69
1239,214,245
1240,62,406
1241,221,301
1242,277,451
1243,485,59
1244,472,423
1245,154,239
1246,419,77
1247,89,481
1248,292,412
1249,283,51
1250,266,282
1251,284,341
1252,184,468
1253,59,228
1254,360,84
1255,139,41
1256,409,420
1257,308,323
1258,351,479
1259,112,324
1260,413,280
1261,266,302
1262,475,142
1263,157,87
1264,96,319
1265,410,404
1266,447,438
1267,349,315
1268,218,45
1269,150,421
1270,133,328
1271,132,437
1272,302,131
1273,478,387
1274,371,29
1275,140,271
1276,151,358
1277,169,281
1278,464,182
1279,237,151
1280,346,491
1281,126,477
1282,61,255
1283,287,94
1284,486,419
1285,455,452
1286,179,482
1287,432,38
1288,348,477
1289,496,392
1290,70,91
1291,98,97
1292,450,398
1293,492,34
1294,26,482
1295,320,133
1296,20,315
1297,499,237
1298,455,259
1299,172,272
1300,348,348
1301,443,151
1302,362,239
1303,443,206
1304,302,167
1305,412,470
1306,161,285
1307,139,470
1308,413,205
1309,43,184
1310,499,443
1311,106,416
1312,72,338
1313,349,163
1314,78,319
1315,187,367
1316,435,239
1317,183,180
1318,411,465
1319,403,331
1320,463,156
1321,32,92
1322,98,71
1323,438,122
1324,493,474
1325,447,395
1326,241,273
1327,60,397
1328,76,121
1329,127,474
1330,311,337
1331,56,352
1332,346,124
1333,394,118
1334,348,434
1335,215,473
1336,137,486
1337,276,126
1338,270,183
1339,466,179
1340,464,141
1341,469,448
1342,466,318
1343,245,229
1344,243,149
1345,93,81
1346,469,318
1347,390,381
1348,81,50
1349,485,415
1350,478,35
1351,496,108
1352,129,328
1353,414,422
1354,194,191
1355,304,63
1356,294,113
1357,464,497
1358,167,191
1359,48,219
1360,371,300
1361,271,315
1362,463,57
1363,416,382
1364,163,237
1365,89,289
1366,210,450
1367,321,400
1368,381,493
1369,75,365
1370,191,131
1371,387,120
1372,296,160
1373,353,268
1374,99,343
1375,485,39
1376,314,452
1377,488,197
1378,329,125
1379,40,255
1380,207,289
1381,42,449
1382,290,190
1383,61,168
1384,200,488
1385,496,231
1386,499,192
1387,401,161
1388,332,256
1389,35,322
1390,192,68
1391,187,397
1392,273,55
1393,254,336
1394,209,76
1395,207,418
1396,500,91
1397,117,320
1398,498,180
1399,438,194
1400,367,447
1401,452,225
1402,20,139
1403,460,397
1404,232,374
1405,61,340
1406,247,359
1407,222,187
1408,207,316
1409,167,296
1410,68,350
1411,382,67
1412,110,237
1413,51,93
1414,277,352
1415,429,256
1416,135,486
1417,79,326
1418,204,164
1419,471,206
1420,214,407
1421,404,443
1422,308,307
1423,188,436
1424,498,69
1425,288,253
1426,365,444
1427,105,116
1428,405,305
1429,220,162
1430,119,481
1431,25,185
1432,434,128
1433,335,213
1434,387,22
1435,337,258
1436,118,464
1437,465,482
1438,480,276
1439,259,365
1440,299,494
1441,28,457
1442,42,288
1443,63,483
1444,298,25
1445,296,98
1446,105,227
1447,417,366
1448,55,446
1449,263,483
1450,189,85
1451,277,73
1452,89,322
1453,56,443
1454,415,62
1455,273,236
1456,27,173
1457,293,173
1458,279,300
1459,34,136
1460,270,217
1461,467,298
1462,168,50
1463,370,23
1464,432,499
1465,468,100
1466,103,198
1467,50,371
1468,68,226
1469,173,271
1470,174,466
1471,443,172
1472,81,426
1473,424,195
1474,280,316
1475,180,134
1476,31,369
1477,135,291
1478,397,363
1479,121,236
1480,38,332
1481,66,426
1482,485,446
1483,229,379
1484,255,363
1485,429,323
1486,270,333
1487,74,466
1488,358,22
1489,268,37
1490,259,84
1491,187,301
1492,157,318
1493,146,189
1494,172,125
1495,34,405
1496,276,203
1497,332,199
1498,178,212
1499,455,413
1500,376,229
1501,108,278
1502,204,360
1503,305,267
1504,305,179
1505,406,132
1506,318,79
1507,307,330
1508,259,491
1509,100,246
1510,238,404
1511,29,418
1512,490,110
1513,376,446
1514,269,106
1515,211,371
1516,408,55
1517,214,119
1518,32,459
1519,51,168
1520,260,372
1521,314,152
1522,266,27
1523,240,289
1524,149,477
1525,141,195
1526,231,159
1527,33,106
1528,146,359
1529,479,360
1530,266,257
1531,436,147
1532,102,189
1533,496,55
1534,421,41
1535,300,272
1536,444,102
1537,440,419
1538,131,165
1539,412,278
1540,437,492
1541,246,59
1542,105,363
1543,243,83
1544,237,33
1545,340,215
1546,376,40
1547,441,271
1548,449,133
1549,336,110
1550,448,499
1551,156,252
1552,267,142
1553,289,393
1554,182,201
1555,121,435
1556,351,208
1557,136,257
1558,392,350
1559,479,346
1560,313,337
1561,176,52
1562,40,414
1563,471,144
1564,102,352
1565,394,92
1566,141,46
1567,288,166
1568,116,113
1569,439,248
1570,204,53
1571,491,108
1572,270,480
1573,61,298
1574,94,87
1575,314,258
1576,25,84
1577,106,126
1578,169,478
1579,57,360
1580,457,368
1581,419,192
1582,278,364
1583,46,383
1584,72,345
1585,66,495
1586,190,209
1587,436,253
1588,49,25
1589,274,140
1590,148,449
1591,226,145
1592,137,383
1593,453,478
1594,201,492
1595,79,205
1596,417,108
1597,216,44
1598,197,317
1599,52,352
1600,153,78
1601,330,360
1602,299,25
1603,325,185
1604,126,298
1605,424,136
1606,198,282
1607,150,430
1608,368,499
1609,336,350
1610,291,77
1611,148,202
1612,291,416
1613,162,331
1614,84,35
1615,392,312
1616,377,425
1617,391,459
1618,310,442
1619,108,448
1620,349,24
1621,43,277
1622,454,123
1623,496,448
1624,59,42
1625,67,89
1626,250,472
1627,182,326
1628,179,95
1629,50,450
1630,297,237
1631,423,411
1632,418,304
1633,241,386
1634,254,320
1635,315,41
1636,137,333
1637,391,424
1638,224,300
1639,89,95
1640,482,491
1641,390,491
1642,254,41
1643,171,374
1644,285,290
1645,372,173
1646,374,382
1647,449,366
1648,52,20
1649,496,116
1650,66,81
1651,412,232
1652,213,34
1653,179,326
1654,96,405
1655,429,197
1656,357,67
1657,239,309
1658,218,104
1659,308,329
1660,42,96
1661,20,239
1662,354,231
1663,189,369
1664,151,228
1665,346,162
1666,424,400
1667,32,332
1668,379,45
1669,352,140
1670,308,363
1671,125,418
1672,222,454
1673,474,328
1674,470,163
1675,258,481
1676,131,485
1677,256,220
1678,346,250
1679,82,136
1680,144,357
1681,162,263
1682,187,37
1683,449,56
1684,304,368
1685,345,258
1686,360,455
1687,468,220
1688,495,116
1689,368,324
1690,118,76
1691,240,96
1692,414,414
1693,295,127
1694,491,118
1695,348,165
1696,354,118
1697,337,193
1698,321,263
1699,260,94
1700,206,455
1701,21,188
1702,112,71
1703,219,247
1704,212,446
1705,66,186
1706,86,297
1707,284,171
1708,293,289
1709,129,240
1710,120,410
1711,470,170
1712,316,476
1713,456,59
1714,100,238
1715,456,133
1716,216,286
1717,313,118
1718,196,211
1719,82,25
1720,38,419
1721,128,165
1722,479,404
1723,340,408
1724,274,495
1725,242,367
1726,206,468
1727,296,207
1728,53,483
1729,467,318
1730,260,438
1731,340,375
1732,114,30
1733,393,86
1734,62,391
1735,250,419
1736,180,233
1737,309,482
1738,213,497
1739,489,274
1740,172,68
1741,396,200
1742,199,401
1743,111,420
1744,213,313
1745,262,321
1746,364,399
1747,415,37
1748,158,429
1749,293,386
1750,159,271
1751,418,481
1752,172,196
1753,234,64
1754,108,402
1755,72,52
1756,455,61
1757,116,62
1758,65,236
1759,398,114
1760,362,160
1761,300,422
1762,234,171
1763,457,294
1764,357,303
1765,45,74
1766,299,477
1767,82,495
1768,293,413
1769,270,411
1770,73,315
1771,301,209
1772,234,303
1773,169,357
1774,96,315
1775,99,252
1776,463,48
1777,147,207
1778,399,433
1779,228,360
1780,354,84
1781,425,58
1782,228,463
1783,346,377
1784,48,53
1785,445,411
1786,234,199
1787,489,267
1788,302,380
1789,458,439
1790,139,284
1791,336,474
1792,24,303
1793,476,298
1794,359,57
1795,183,429
1796,163,65
1797,223,458
1798,238,378
1799,240,424
1800,207,299
1801,52,134
1802,479,147
1803,167,326
1804,422,264
1805,341,31
1806,443,289
1807,373,500
1808,443,64
1809,91,265
1810,194,26
1811,492,144
1812,73,338
1813,394,134
1814,135,447
1815,318,305
1816,463,153
1817,96,388
1818,106,462
1819,114,167
1820,226,350
1821,180,74
1822,493,290
1823,481,385
1824,203,302
1825,262,120
1826,471,476
1827,44,80
1828,439,269
1829,422,107
1830,167,28
1831,292,399
1832,165,242
1833,185,190
1834,214,291
1835,133,37
1836,121,176
1837,33,342
1838,412,125
1839,419,348
1840,484,56
1841,231,322
1842,207,246
1843,32,213
1844,160,137
1845,117,494
1846,310,444
1847,89,417
1848,447,446
1849,184,94
1850,416,313
1851,70,466
1852,50,408
1853,45,338
1854,354,110
1855,482,413
1856,257,81
1857,34,68
1858,334,133
1859,304,419
1860,342,388
1861,347,364
1862,78,269
1863,243,361
1864,288,236
1865,163,74
1866,235,127
1867,468,394
1868,171,132
1869,390,331
1870,65,461
1871,91,108
1872,350,183
1873,269,365
1874,425,472
1875,284,378
1876,386,166
1877,81,261
1878,47,161
1879,413,224
1880,222,49
1881,294,377
1882,100,177
1883,203,103
1884,360,303
1885,32,374
1886,278,290
1887,394,377
1888,367,117
1889,32,74
1890,435,23
1891,366,64
1892,225,190
1893,58,420
1894,65,154
1895,126,95
1896,467,80
1897,483,295
1898,296,302
1899,493,57
1900,190,95
1901,315,426
1902,423,230
1903,74,265
1904,245,429
1905,462,115
1906,24,246
1907,177,117
1908,286,107
1909,354,211
1910,131,239
1911,47,442
1912,437,115
1913,446,389
1914,478,419
1915,123,209
1916,131,360
1917,175,382
1918,110,304
1919,472,140
1920,441,127
1921,199,169
1922,25,294
1923,203,398
1924,372,183
1925,252,498
1926,363,140
1927,189,412
1928,380,144
1929,463,230
1930,500,227
1931,402,38
1932,348,492
1933,496,244
1934,281,476
1935,56,168
1936,498,68
1937,307,155
1938,36,288
1939,278,348
1940,124,357
1941,192,485
1942,283,456
1943,88,141
1944,72,91
1945,184,70
1946,375,101
1947,375,490
1948,237,453
1949,88,202
1950,440,270
1951,134,41
1952,95,284
1953,134,474
1954,87,116
1955,479,421
1956,332,266
1957,244,360
1958,57,109
1959,247,126
1960,105,329
1961,34,430
1962,92,22
1963,330,391
1964,370,58
1965,343,369
1966,367,128
1967,396,202
1968,399,145
1969,246,290
1970,361,260
1971,324,23
1972,46,487
1973,180,357
1974,104,454
1975,257,278
1976,244,345
1977,186,341
1978,21,193
1979,360,66
1980,360,66
1981,48,433
1982,316,386
1983,404,481
1984,200,150
1985,136,343
1986,169,78
1987,376,382
1988,308,415
1989,407,324
1990,248,397
1991,109,361
1992,373,113
1993,211,226
1994,210,173
1995,496,384
1996,109,34
1997,336,402
1998,400,62
1999,55,231
2000,52,305
2001,122,440
2002,275,25
2003,234,64
2004,323,240
2005,158,35
2006,130,106
2007,109,123
2008,431,106
2009,144,62
2010,262,165
2011,220,353
2012,336,393
2013,273,302
2014,384,486
2015,221,194
2016,224,131
2017,435,34
2018,148,378
2019,356,242
2020,247,51
2021,402,490
2022,120,55
2023,133,321
2024,58,157
2025,309,275
2026,35,356
2027,26,241
2028,235,320
2029,166,493
2030,118,70
2031,429,98
2032,416,66
2033,155,207
2034,488,52
2035,287,200
2036,262,152
2037,156,187
2038,124,484
2039,370,73
2040,109,334
2041,140,311
2042,442,475
2043,445,364
2044,188,313
2045,329,456
2046,365,192
2047,92,400
2048,493,169
2049,73,94
2050,193,88
2051,230,181
2052,20,418
2053,410,79
2054,341,43
2055,450,398
2056,38,182
2057,102,415
2058,262,297
2059,225,110
2060,160,80
2061,355,114
2062,427,280
2063,151,227
2064,101,219
2065,118,481
2066,45,28
2067,459,253
2068,136,389
2069,487,135
2070,378,138
2071,54,239
2072,29,456
2073,204,137
2074,262,362
2075,154,316
2076,271,172
2077,90,115
2078,21,162
2079,83,430
2080,258,478
2081,223,389
2082,363,397
2083,237,258
2084,208,335
2085,87,260
2086,336,290
2087,316,106
2088,443,339
2089,163,38
2090,451,273
2091,271,123
2092,409,377
2093,159,315
2094,342,289
2095,129,435
2096,465,493
2097,79,366
2098,73,475
2099,348,107
2100,333,163
2101,33,26
2102,242,152
2103,450,134
2104,244,34
2105,491,123
2106,312,96
2107,307,59
2108,101,403
2109,342,108
2110,249,71
2111,342,199
2112,198,473
2113,420,205
2114,332,267
2115,317,199
2116,106,259
2117,32,366
2118,489,241
2119,464,468
2120,429,288
2121,418,36
2122,340,296
2123,251,87
2124,308,213
2125,392,329
2126,297,344
2127,34,302
2128,243,232
2129,294,473
2130,433,150
2131,203,269
2132,156,175
2133,430,230
2134,148,182
2135,71,391
2136,187,70
